,NAID,naraURL,title,pageObjectId,pageURL,file_cat,llm_extracted_pension_amount,llm_extracted_pension_amount_dollars
23,144187718,https://catalog.archives.gov/id/144187718,"Revolutionary War Pension and Bounty Land Warrant Application File S. 47,469, for William Mc Intosh, Virginia",144187764,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0002/export_M804-RevolutionaryWarPensionAppFiles_1687_7904/images/4160876_01150.jpg,soldier,"{'applicant_name': 'William McIntosh', 'applicant_type': 'soldier', 'place': None, 'pension_amount': '80', 'pension_frequency': 'per annum', 'pension_act': '06/07/1832', 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': None, 'document_type': 'administrative_letter'}",True
24,54376481,https://catalog.archives.gov/id/54376481,"Revolutionary War Pension and Bounty Land Warrant Application File W. 25635, James Davidson, Penn.",54376497,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/3764/54376481/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0747/images/4156803_00226.jpg,widow,"{'applicant_name': 'Sarah Glenn', 'applicant_type': 'widow', 'place': 'Maryland', 'pension_amount': '600', 'pension_frequency': 'per annum', 'pension_act': '07/07/1838', 'soldier_rank': 'Surgeon', 'issued_date': '05/06/1846', 'allowance_start_date': '03/04/1836', 'document_type': 'award_roll_card'}",True
25,111503971,https://catalog.archives.gov/id/111503971,"Revolutionary War Pension and Bounty Land Warrant Application File W. 8978, Joseph Warfield, Md.",111504018,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0001/25/M804_2493/images/4173461_00068.jpg,widow,"{'applicant_name': 'Elizabeth Warfield', 'applicant_type': 'widow', 'place': 'Maryland', 'pension_amount': '86', 'pension_frequency': 'per annum', 'pension_act': '07/07/1838', 'soldier_rank': 'Pr. & Lieut:', 'issued_date': '10/13/1843', 'allowance_start_date': '03/04/1836', 'document_type': 'award_roll_card'}",True
26,144258439,https://catalog.archives.gov/id/144258439,"Revolutionary War Pension and Bounty Land Warrant Application File W. 6,204, for John Stephenson, Virginia",144258441,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0002/export_M804-RevolutionaryWarPensionAppFiles_2281_6150/images/4170145_00378.jpg,widow,"{'applicant_name': 'Sally Stephenson', 'applicant_type': 'widow', 'place': 'Virginia', 'pension_amount': '30', 'pension_frequency': 'per annum', 'pension_act': '02/02/1848', 'soldier_rank': 'private', 'issued_date': '11/18/1837', 'allowance_start_date': '03/04/1848', 'document_type': 'award_roll_card'}",True
27,54074187,https://catalog.archives.gov/id/54074187,"Revolutionary War Pension and Bounty Land Warrant Application File W. 5,906, John Brown, S.C.",54074256,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/87/741/54074187/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0370/images/4154197_00551.jpg,soldier||widow,"{'applicant_name': None, 'applicant_type': None, 'place': None, 'pension_amount': '80', 'pension_frequency': 'per annum', 'pension_act': '06/07/1832', 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': '03/05/1841', 'document_type': 'administrative_letter'}",True
28,54911716,https://catalog.archives.gov/id/54911716,"Revolutionary War Pension and Bounty Land Warrant Application File S. 2,621, Orsamus Holmes, Green Mt. Boys Vt.",54911718,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/16/9117/54911716/content/23_b/M804-RevolutionaryWarPensionAppFiles_b/M804_1315/images/4159553_00408.jpg,soldier,"{'applicant_name': 'Orsamus Holmes', 'applicant_type': 'soldier', 'place': 'New York', 'pension_amount': '80', 'pension_frequency': 'semi-anl.', 'pension_act': '06/07/1832', 'soldier_rank': 'pri:', 'issued_date': '03/08/1833', 'allowance_start_date': '03/04/1831', 'document_type': 'award_roll_card'}",True
29,196172518,https://catalog.archives.gov/id/196172518,"Revolutionary War Pension and Bounty Land Warrant Application File R. 6,294, for John T Lenardson, New York",196172553,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1548_8291/images/4160642_00271.jpg,rejected||soldier,"{'applicant_name': 'Sarah Leonardson', 'applicant_type': 'widow', 'place': None, 'pension_amount': '26', 'pension_frequency': 'per annum', 'pension_act': '07/07/1838', 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': None, 'document_type': 'administrative_letter'}",True
30,54937151,https://catalog.archives.gov/id/54937151,"Revolutionary War Pension and Bounty Land Warrant Application File W. 3556, John Howard, S.C.",54937172,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/51/9371/54937151/content/23_b/M804-RevolutionaryWarPensionAppFiles_b/M804_1342/images/4159588_00315.jpg,soldier||widow,"{'applicant_name': 'Nancy Howard', 'applicant_type': 'widow', 'place': 'Tennessee (Knoxville)', 'pension_amount': '20', 'pension_frequency': 'per annum', 'pension_act': '02/03/1853', 'soldier_rank': 'Private', 'issued_date': '05/28/1866', 'allowance_start_date': '02/03/1858', 'document_type': 'award_roll_card'}",True
31,196710636,https://catalog.archives.gov/id/196710636,"Revolutionary War Pension and Bounty Land Warrant Application File W. 6215, for John Stanfield, North Carolina",196710697,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_2268_9123/images/4170132_01142.jpg,widow,"{'applicant_name': 'Sarah Stanfield', 'applicant_type': 'widow', 'place': None, 'pension_amount': '93.33', 'pension_frequency': 'annual', 'pension_act': '03/18/1818', 'soldier_rank': 'Lieutenant', 'issued_date': None, 'allowance_start_date': None, 'document_type': 'application_affidavit'}",True
32,196420633,https://catalog.archives.gov/id/196420633,"Revolutionary War Pension and Bounty Land Warrant Application File W. 21999, for Nehemiah Porter, New Hampshire",196420635,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1954_8584/images/4161900_01223.jpg,widow,"{'applicant_name': 'Nehemiah Porter', 'applicant_type': 'soldier', 'place': 'Maine', 'pension_amount': '30', 'pension_frequency': 'per annum', 'pension_act': '06/07/1832', 'soldier_rank': 'Private', 'issued_date': '04/15/1833', 'allowance_start_date': '03/04/1831', 'document_type': 'award_roll_card'}",True
33,54918699,https://catalog.archives.gov/id/54918699,"Revolutionary War Pension and Bounty Land Warrant Application File W. 1772, Henry Hoover, Va.",54918717,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/99/9186/54918699/content/23_b/M804-RevolutionaryWarPensionAppFiles_b/M804_1323/images/4159566_00381.jpg,widow,"{'applicant_name': 'Lucretia Hoover', 'applicant_type': 'widow', 'place': 'Overton County Tennessee', 'pension_amount': '26.66', 'pension_frequency': 'annual', 'pension_act': '02/03/1853', 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': None, 'document_type': 'application_affidavit'}",True
34,54138248,https://catalog.archives.gov/id/54138248,"Revolutionary War Pension and Bounty Land Warrant Application File W. 10301, John T Caldwell, N.H.",54138260,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/48/1382/54138248/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0448/images/4154290_00615.jpg,soldier||widow,"{'applicant_name': 'Lucy Caldwell', 'applicant_type': 'widow', 'place': 'Illinois', 'pension_amount': '43.33', 'pension_frequency': 'per annum', 'pension_act': '02/03/1853', 'soldier_rank': 'Private', 'issued_date': '04/29/1857', 'allowance_start_date': '02/03/1853', 'document_type': 'award_roll_card'}",True
35,196329294,https://catalog.archives.gov/id/196329294,"Revolutionary War Pension and Bounty Land Warrant Application File W. 10,221, for John Owen, Connecticut",196329296,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1855_8591/images/4161486_00968.jpg,widow,"{'applicant_name': 'John Owens', 'applicant_type': 'soldier', 'place': 'New York', 'pension_amount': '53.33', 'pension_frequency': 'per annum', 'pension_act': '06/07/1832', 'soldier_rank': 'Private', 'issued_date': '10/21/1833', 'allowance_start_date': '03/04/1831', 'document_type': 'award_roll_card'}",True
36,54312347,https://catalog.archives.gov/id/54312347,"Revolutionary War Pension and Bounty Land Warrant Application File W.15653, Nathaniel Cowdry, Mass",54312349,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/47/3123/54312347/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0667/images/4156457_00847.jpg,widow,"{'applicant_name': 'Joshua Prescott', 'applicant_type': 'soldier', 'place': 'Massachusetts', 'pension_amount': '80.38', 'pension_frequency': 'semi-anl.', 'pension_act': '06/07/1832', 'soldier_rank': 'Private', 'issued_date': '09/18/1838', 'allowance_start_date': '03/04/1831', 'document_type': 'award_roll_card'}",True
37,196156521,https://catalog.archives.gov/id/196156521,"Revolutionary War Pension and Bounty Land Warrant Application File W. 20385, for Nathan Law, Connecticut",196156563,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1531_8103/images/4160198_00267.jpg,widow,"{'applicant_name': 'Eunice Law', 'applicant_type': 'widow', 'place': None, 'pension_amount': '40', 'pension_frequency': 'per annum', 'pension_act': '02/02/1848', 'soldier_rank': 'private', 'issued_date': '06/19/1848', 'allowance_start_date': '03/04/1848', 'document_type': 'award_roll_card'}",True
38,144175874,https://catalog.archives.gov/id/144175874,"Revolutionary War Pension and Bounty Land Warrant Application File W. 9991, for William Mc Coy, Virginia",144175878,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0002/export_M804-RevolutionaryWarPensionAppFiles_1672_7694/images/4160860_00813.jpg,widow,"{'applicant_name': 'William McCoy', 'applicant_type': 'soldier', 'place': 'Decature', 'pension_amount': '80', 'pension_frequency': 'per an', 'pension_act': '06/07/1832', 'soldier_rank': None, 'issued_date': '03/27/1833', 'allowance_start_date': '03/04/1831', 'document_type': 'award_roll_card'}",True
39,196679256,https://catalog.archives.gov/id/196679256,"Revolutionary War Pension and Bounty Land Warrant Application File W. 15,359, for Thomas Smith, Massachusetts",196679258,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_2234_4270/images/4170098_00279.jpg,widow,"{'applicant_name': 'Thomas Smith', 'applicant_type': 'soldier', 'place': 'Massachusetts', 'pension_amount': '28', 'pension_frequency': 'per annum', 'pension_act': '06/07/1832', 'soldier_rank': 'Private', 'issued_date': '07/29/1835', 'allowance_start_date': '03/04/1831', 'document_type': 'award_roll_card'}",True
40,54106442,https://catalog.archives.gov/id/54106442,"Revolutionary War Pension and Bounty Land Warrant Application File S. 17303, Edy Burch, Vt.",54106454,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/42/1064/54106442/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0408/images/4154238_00252.jpg,soldier,"{'applicant_name': 'Edy Burch', 'applicant_type': 'soldier', 'place': 'Ohio', 'pension_amount': '23.33', 'pension_frequency': 'per annum', 'pension_act': '06/07/1932', 'soldier_rank': None, 'issued_date': '08/09/1833', 'allowance_start_date': '03/04/1831', 'document_type': 'administrative_letter'}",True
41,144113521,https://catalog.archives.gov/id/144113521,"Revolutionary War Pension and Bounty Land Warrant Application File W. 20,492, for Linus Loundsbury, Connecticut",144113524,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0002/export_M804-RevolutionaryWarPensionAppFiles_1589_9232/images/4160717_00551.jpg,widow,"{'applicant_name': 'Prudence Loundsburg', 'applicant_type': 'widow', 'place': 'Connecticut', 'pension_amount': '80', 'pension_frequency': 'per annum', 'pension_act': '03/03/1843', 'soldier_rank': 'Private', 'issued_date': '06/14/1843', 'allowance_start_date': '03/04/1843', 'document_type': 'award_roll_card'}",True
42,196145597,https://catalog.archives.gov/id/196145597,"Revolutionary War Pension and Bounty Land Warrant Application File S. 1546, for Thomas Landrum, North Carolina",196145621,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1518_8136/images/4160172_00891.jpg,soldier,"{'applicant_name': None, 'applicant_type': 'soldier', 'place': 'Knoxville, Ten', 'pension_amount': '30.5', 'pension_frequency': 'per annum', 'pension_act': '06/07/1839', 'soldier_rank': 'Son', 'issued_date': None, 'allowance_start_date': '03/04/1839', 'document_type': 'administrative_letter'}",True
43,196314957,https://catalog.archives.gov/id/196314957,"Revolutionary War Pension and Bounty Land Warrant Application File W. 4299, for Benjamin Norton, Connecticut",196314999,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1829_9151/images/4161432_00277.jpg,widow,"{'applicant_name': 'Azubah Norton', 'applicant_type': 'widow', 'place': 'Ohio', 'pension_amount': '25', 'pension_frequency': 'annual', 'pension_act': None, 'soldier_rank': 'ensign', 'issued_date': None, 'allowance_start_date': None, 'document_type': 'administrative_letter'}",True
